DATE,UNE,SUBMARCA,CATEGORIA,RATE_CATEGORY_MODA
2020-8-01,ESCOLARES,CLOEUOMO,moda,1.0
2020-8-01,ESCOLARES,CLOEUOMO,basico,0.0
2020-8-01,ESCOLARES,CLOELEATHER,moda,1.0
2020-8-01,ESCOLARES,CLOELEATHER,basico,0.0
2020-8-01,ESCOLARES,CLOEGIRLS,moda,1.0
2020-8-01,ESCOLARES,CLOEGIRLS,basico,0.0
2020-8-01,ESCOLARES,CLOE,moda,1.0
2020-8-01,ESCOLARES,CLOE,basico,0.0
2020-8-01,ESCOLARES,CLOEMOM&BABY,moda,1.0
2020-8-01,ESCOLARES,CLOEMOM&BABY,basico,0.0
2020-9-01,ESCOLARES,CLOEAGATHARUIZDELAPRADA,moda,1.0
2020-9-01,ESCOLARES,CLOEAGATHARUIZDELAPRADA,basico,0.0
2020-9-01,ESCOLARES,LUCENTZZA,moda,1.0
2020-9-01,ESCOLARES,LUCENTZZA,basico,0.0
2020-9-01,ESCOLARES,CLOESPORT,moda,1.0
2020-9-01,ESCOLARES,CLOESPORT,basico,0.0
2020-9-01,ESCOLARES,CLOEUOMO,moda,1.0
2020-9-01,ESCOLARES,CLOEUOMO,basico,0.0
2020-9-01,ESCOLARES,CLOELEATHER,moda,1.0
2020-9-01,ESCOLARES,CLOELEATHER,basico,0.0
2020-9-01,ESCOLARES,CLOEGIRLS,moda,1.0
2020-9-01,ESCOLARES,CLOEGIRLS,basico,0.0
2020-9-01,ESCOLARES,CLOE,moda,1.0
2020-9-01,ESCOLARES,CLOE,basico,0.0
2020-9-01,ESCOLARES,CLOEMOM&BABY,moda,1.0
2020-9-01,ESCOLARES,CLOEMOM&BABY,basico,0.0
2020-10-01,ESCOLARES,CLOEAGATHARUIZDELAPRADA,moda,1.0
2020-10-01,ESCOLARES,CLOEAGATHARUIZDELAPRADA,basico,0.0
2020-10-01,ESCOLARES,LUCENTZZA,moda,1.0
2020-10-01,ESCOLARES,LUCENTZZA,basico,0.0
2020-10-01,ESCOLARES,CLOESPORT,moda,1.0
2020-10-01,ESCOLARES,CLOESPORT,basico,0.0
2020-10-01,ESCOLARES,CLOEUOMO,moda,1.0
2020-10-01,ESCOLARES,CLOEUOMO,basico,0.0
2020-10-01,ESCOLARES,CLOELEATHER,moda,1.0
2020-10-01,ESCOLARES,CLOELEATHER,basico,0.0
2020-10-01,ESCOLARES,CLOEGIRLS,moda,1.0
2020-10-01,ESCOLARES,CLOEGIRLS,basico,0.0
2020-10-01,ESCOLARES,CLOE,moda,1.0
2020-10-01,ESCOLARES,CLOE,basico,0.0
2020-10-01,ESCOLARES,CLOEMOM&BABY,moda,1.0
2020-10-01,ESCOLARES,CLOEMOM&BABY,basico,0.0
2020-11-01,ESCOLARES,CLOEAGATHARUIZDELAPRADA,moda,1.0
2020-11-01,ESCOLARES,CLOEAGATHARUIZDELAPRADA,basico,0.0
2020-11-01,ESCOLARES,LUCENTZZA,moda,1.0
2020-11-01,ESCOLARES,LUCENTZZA,basico,0.0
2020-11-01,ESCOLARES,CLOESPORT,moda,1.0
2020-11-01,ESCOLARES,CLOESPORT,basico,0.0
2020-11-01,ESCOLARES,CLOEUOMO,moda,1.0
2020-11-01,ESCOLARES,CLOEUOMO,basico,0.0
2020-11-01,ESCOLARES,CLOELEATHER,moda,1.0
2020-11-01,ESCOLARES,CLOELEATHER,basico,0.0
2020-11-01,ESCOLARES,CLOEGIRLS,moda,1.0
2020-11-01,ESCOLARES,CLOEGIRLS,basico,0.0
2020-11-01,ESCOLARES,CLOE,moda,1.0
2020-11-01,ESCOLARES,CLOE,basico,0.0
2020-11-01,ESCOLARES,CLOEMOM&BABY,moda,1.0
2020-11-01,ESCOLARES,CLOEMOM&BABY,basico,0.0
2020-12-01,ESCOLARES,CLOEAGATHARUIZDELAPRADA,moda,1.0
2020-12-01,ESCOLARES,CLOEAGATHARUIZDELAPRADA,basico,0.0
2020-12-01,ESCOLARES,LUCENTZZA,moda,1.0
2020-12-01,ESCOLARES,LUCENTZZA,basico,0.0
2020-12-01,ESCOLARES,CLOESPORT,moda,1.0
2020-12-01,ESCOLARES,CLOESPORT,basico,0.0
2020-12-01,ESCOLARES,CLOEUOMO,moda,1.0
2020-12-01,ESCOLARES,CLOEUOMO,basico,0.0
2020-12-01,ESCOLARES,CLOELEATHER,moda,1.0
2020-12-01,ESCOLARES,CLOELEATHER,basico,0.0
2020-12-01,ESCOLARES,CLOEGIRLS,moda,1.0
2020-12-01,ESCOLARES,CLOEGIRLS,basico,0.0
2020-12-01,ESCOLARES,CLOE,moda,1.0
2020-12-01,ESCOLARES,CLOE,basico,0.0
2020-12-01,ESCOLARES,CLOEMOM&BABY,moda,1.0
2020-12-01,ESCOLARES,CLOEMOM&BABY,basico,0.0
2020-1-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,moda,1.0
2020-1-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,basico,0.0
2020-1-01,ACCESORIOS,LUCENTZZA,moda,1.0
2020-1-01,ACCESORIOS,LUCENTZZA,basico,0.0
2020-1-01,ACCESORIOS,CLOESPORT,moda,1.0
2020-1-01,ACCESORIOS,CLOESPORT,basico,0.0
2020-1-01,ACCESORIOS,CLOEUOMO,moda,1.0
2020-1-01,ACCESORIOS,CLOEUOMO,basico,0.0
2020-1-01,ACCESORIOS,CLOELEATHER,moda,1.0
2020-1-01,ACCESORIOS,CLOELEATHER,basico,0.0
2020-1-01,ACCESORIOS,CLOEGIRLS,moda,1.0
2020-1-01,ACCESORIOS,CLOEGIRLS,basico,0.0
2020-1-01,ACCESORIOS,CLOE,moda,1.0
2020-1-01,ACCESORIOS,CLOE,basico,0.0
2020-1-01,ACCESORIOS,CLOEMOM&BABY,moda,1.0
2020-1-01,ACCESORIOS,CLOEMOM&BABY,basico,0.0
2020-2-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,moda,1.0
2020-2-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,basico,0.0
2020-2-01,ACCESORIOS,LUCENTZZA,moda,1.0
2020-2-01,ACCESORIOS,LUCENTZZA,basico,0.0
2020-2-01,ACCESORIOS,CLOESPORT,moda,1.0
2020-2-01,ACCESORIOS,CLOESPORT,basico,0.0
2020-2-01,ACCESORIOS,CLOEUOMO,moda,1.0
2020-2-01,ACCESORIOS,CLOEUOMO,basico,0.0
2020-2-01,ACCESORIOS,CLOELEATHER,moda,1.0
2020-2-01,ACCESORIOS,CLOELEATHER,basico,0.0
2020-2-01,ACCESORIOS,CLOEGIRLS,moda,1.0
2020-2-01,ACCESORIOS,CLOEGIRLS,basico,0.0
2020-2-01,ACCESORIOS,CLOE,moda,1.0
2020-2-01,ACCESORIOS,CLOE,basico,0.0
2020-2-01,ACCESORIOS,CLOEMOM&BABY,moda,1.0
2020-2-01,ACCESORIOS,CLOEMOM&BABY,basico,0.0
2020-3-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,moda,1.0
2020-3-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,basico,0.0
2020-3-01,ACCESORIOS,LUCENTZZA,moda,1.0
2020-3-01,ACCESORIOS,LUCENTZZA,basico,0.0
2020-3-01,ACCESORIOS,CLOESPORT,moda,1.0
2020-3-01,ACCESORIOS,CLOESPORT,basico,0.0
2020-3-01,ACCESORIOS,CLOEUOMO,moda,1.0
2020-3-01,ACCESORIOS,CLOEUOMO,basico,0.0
2020-3-01,ACCESORIOS,CLOELEATHER,moda,1.0
2020-3-01,ACCESORIOS,CLOELEATHER,basico,0.0
2020-3-01,ACCESORIOS,CLOEGIRLS,moda,1.0
2020-3-01,ACCESORIOS,CLOEGIRLS,basico,0.0
2020-3-01,ACCESORIOS,CLOE,moda,1.0
2020-3-01,ACCESORIOS,CLOE,basico,0.0
2020-3-01,ACCESORIOS,CLOEMOM&BABY,moda,1.0
2020-3-01,ACCESORIOS,CLOEMOM&BABY,basico,0.0
2020-4-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,moda,1.0
2020-4-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,basico,0.0
2020-4-01,ACCESORIOS,LUCENTZZA,moda,1.0
2020-4-01,ACCESORIOS,LUCENTZZA,basico,0.0
2020-4-01,ACCESORIOS,CLOESPORT,moda,1.0
2020-4-01,ACCESORIOS,CLOESPORT,basico,0.0
2020-4-01,ACCESORIOS,CLOEUOMO,moda,1.0
2020-4-01,ACCESORIOS,CLOEUOMO,basico,0.0
2020-4-01,ACCESORIOS,CLOELEATHER,moda,1.0
2020-4-01,ACCESORIOS,CLOELEATHER,basico,0.0
2020-4-01,ACCESORIOS,CLOEGIRLS,moda,1.0
2020-4-01,ACCESORIOS,CLOEGIRLS,basico,0.0
2020-4-01,ACCESORIOS,CLOE,moda,1.0
2020-4-01,ACCESORIOS,CLOE,basico,0.0
2020-4-01,ACCESORIOS,CLOEMOM&BABY,moda,1.0
2020-4-01,ACCESORIOS,CLOEMOM&BABY,basico,0.0
2020-5-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,moda,1.0
2020-5-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,basico,0.0
2020-5-01,ACCESORIOS,LUCENTZZA,moda,1.0
2020-5-01,ACCESORIOS,LUCENTZZA,basico,0.0
2020-5-01,ACCESORIOS,CLOESPORT,moda,1.0
2020-5-01,ACCESORIOS,CLOESPORT,basico,0.0
2020-5-01,ACCESORIOS,CLOEUOMO,moda,1.0
2020-5-01,ACCESORIOS,CLOEUOMO,basico,0.0
2020-5-01,ACCESORIOS,CLOELEATHER,moda,1.0
2020-5-01,ACCESORIOS,CLOELEATHER,basico,0.0
2020-5-01,ACCESORIOS,CLOEGIRLS,moda,1.0
2020-5-01,ACCESORIOS,CLOEGIRLS,basico,0.0
2020-5-01,ACCESORIOS,CLOE,moda,1.0
2020-5-01,ACCESORIOS,CLOE,basico,0.0
2020-5-01,ACCESORIOS,CLOEMOM&BABY,moda,1.0
2020-5-01,ACCESORIOS,CLOEMOM&BABY,basico,0.0
2020-6-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,moda,1.0
2020-6-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,basico,0.0
2020-6-01,ACCESORIOS,LUCENTZZA,moda,1.0
2020-6-01,ACCESORIOS,LUCENTZZA,basico,0.0
2020-6-01,ACCESORIOS,CLOESPORT,moda,1.0
2020-6-01,ACCESORIOS,CLOESPORT,basico,0.0
2020-6-01,ACCESORIOS,CLOEUOMO,moda,1.0
2020-6-01,ACCESORIOS,CLOEUOMO,basico,0.0
2020-6-01,ACCESORIOS,CLOELEATHER,moda,1.0
2020-6-01,ACCESORIOS,CLOELEATHER,basico,0.0
2020-6-01,ACCESORIOS,CLOEGIRLS,moda,1.0
2020-6-01,ACCESORIOS,CLOEGIRLS,basico,0.0
2020-6-01,ACCESORIOS,CLOE,moda,1.0
2020-6-01,ACCESORIOS,CLOE,basico,0.0
2020-6-01,ACCESORIOS,CLOEMOM&BABY,moda,1.0
2020-6-01,ACCESORIOS,CLOEMOM&BABY,basico,0.0
2020-7-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,moda,1.0
2020-7-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,basico,0.0
2020-7-01,ACCESORIOS,LUCENTZZA,moda,1.0
2020-7-01,ACCESORIOS,LUCENTZZA,basico,0.0
2020-7-01,ACCESORIOS,CLOESPORT,moda,1.0
2020-7-01,ACCESORIOS,CLOESPORT,basico,0.0
2020-7-01,ACCESORIOS,CLOEUOMO,moda,1.0
2020-7-01,ACCESORIOS,CLOEUOMO,basico,0.0
2020-7-01,ACCESORIOS,CLOELEATHER,moda,1.0
2020-7-01,ACCESORIOS,CLOELEATHER,basico,0.0
2020-7-01,ACCESORIOS,CLOEGIRLS,moda,1.0
2020-7-01,ACCESORIOS,CLOEGIRLS,basico,0.0
2020-7-01,ACCESORIOS,CLOE,moda,1.0
2020-7-01,ACCESORIOS,CLOE,basico,0.0
2020-7-01,ACCESORIOS,CLOEMOM&BABY,moda,1.0
2020-7-01,ACCESORIOS,CLOEMOM&BABY,basico,0.0
2020-8-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,moda,1.0
2020-8-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,basico,0.0
2020-8-01,ACCESORIOS,LUCENTZZA,moda,1.0
2020-8-01,ACCESORIOS,LUCENTZZA,basico,0.0
2020-8-01,ACCESORIOS,CLOESPORT,moda,1.0
2020-8-01,ACCESORIOS,CLOESPORT,basico,0.0
2020-8-01,ACCESORIOS,CLOEUOMO,moda,1.0
2020-8-01,ACCESORIOS,CLOEUOMO,basico,0.0
2020-8-01,ACCESORIOS,CLOELEATHER,moda,1.0
2020-8-01,ACCESORIOS,CLOELEATHER,basico,0.0
2020-8-01,ACCESORIOS,CLOEGIRLS,moda,1.0
2020-8-01,ACCESORIOS,CLOEGIRLS,basico,0.0
2020-8-01,ACCESORIOS,CLOE,moda,1.0
2020-8-01,ACCESORIOS,CLOE,basico,0.0
2020-8-01,ACCESORIOS,CLOEMOM&BABY,moda,1.0
2020-8-01,ACCESORIOS,CLOEMOM&BABY,basico,0.0
2020-9-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,moda,1.0
2020-9-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,basico,0.0
2020-9-01,ACCESORIOS,LUCENTZZA,moda,1.0
2020-9-01,ACCESORIOS,LUCENTZZA,basico,0.0
2020-9-01,ACCESORIOS,CLOESPORT,moda,1.0
2020-9-01,ACCESORIOS,CLOESPORT,basico,0.0
2020-9-01,ACCESORIOS,CLOEUOMO,moda,1.0
2020-9-01,ACCESORIOS,CLOEUOMO,basico,0.0
2020-9-01,ACCESORIOS,CLOELEATHER,moda,1.0
2020-9-01,ACCESORIOS,CLOELEATHER,basico,0.0
2020-9-01,ACCESORIOS,CLOEGIRLS,moda,1.0
2020-9-01,ACCESORIOS,CLOEGIRLS,basico,0.0
2020-9-01,ACCESORIOS,CLOE,moda,1.0
2020-9-01,ACCESORIOS,CLOE,basico,0.0
2020-9-01,ACCESORIOS,CLOEMOM&BABY,moda,1.0
2020-9-01,ACCESORIOS,CLOEMOM&BABY,basico,0.0
2020-10-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,moda,1.0
2020-10-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,basico,0.0
2020-10-01,ACCESORIOS,LUCENTZZA,moda,1.0
2020-10-01,ACCESORIOS,LUCENTZZA,basico,0.0
2020-10-01,ACCESORIOS,CLOESPORT,moda,1.0
2020-10-01,ACCESORIOS,CLOESPORT,basico,0.0
2020-10-01,ACCESORIOS,CLOEUOMO,moda,1.0
2020-10-01,ACCESORIOS,CLOEUOMO,basico,0.0
2020-10-01,ACCESORIOS,CLOELEATHER,moda,1.0
2020-10-01,ACCESORIOS,CLOELEATHER,basico,0.0
2020-10-01,ACCESORIOS,CLOEGIRLS,moda,1.0
2020-10-01,ACCESORIOS,CLOEGIRLS,basico,0.0
2020-10-01,ACCESORIOS,CLOE,moda,1.0
2020-10-01,ACCESORIOS,CLOE,basico,0.0
2020-10-01,ACCESORIOS,CLOEMOM&BABY,moda,1.0
2020-10-01,ACCESORIOS,CLOEMOM&BABY,basico,0.0
2020-11-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,moda,1.0
2020-11-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,basico,0.0
2020-11-01,ACCESORIOS,LUCENTZZA,moda,1.0
2020-11-01,ACCESORIOS,LUCENTZZA,basico,0.0
2020-11-01,ACCESORIOS,CLOESPORT,moda,1.0
2020-11-01,ACCESORIOS,CLOESPORT,basico,0.0
2020-11-01,ACCESORIOS,CLOEUOMO,moda,1.0
2020-11-01,ACCESORIOS,CLOEUOMO,basico,0.0
2020-11-01,ACCESORIOS,CLOELEATHER,moda,1.0
2020-11-01,ACCESORIOS,CLOELEATHER,basico,0.0
2020-11-01,ACCESORIOS,CLOEGIRLS,moda,1.0
2020-11-01,ACCESORIOS,CLOEGIRLS,basico,0.0
2020-11-01,ACCESORIOS,CLOE,moda,1.0
2020-11-01,ACCESORIOS,CLOE,basico,0.0
2020-11-01,ACCESORIOS,CLOEMOM&BABY,moda,1.0
2020-11-01,ACCESORIOS,CLOEMOM&BABY,basico,0.0
2020-12-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,moda,1.0
2020-12-01,ACCESORIOS,CLOEAGATHARUIZDELAPRADA,basico,0.0
2020-12-01,ACCESORIOS,LUCENTZZA,moda,1.0
2020-12-01,ACCESORIOS,LUCENTZZA,basico,0.0
2020-12-01,ACCESORIOS,CLOESPORT,moda,1.0
2020-12-01,ACCESORIOS,CLOESPORT,basico,0.0
2020-12-01,ACCESORIOS,CLOEUOMO,moda,1.0
2020-12-01,ACCESORIOS,CLOEUOMO,basico,0.0
2020-12-01,ACCESORIOS,CLOELEATHER,moda,1.0
2020-12-01,ACCESORIOS,CLOELEATHER,basico,0.0
2020-12-01,ACCESORIOS,CLOEGIRLS,moda,1.0
2020-12-01,ACCESORIOS,CLOEGIRLS,basico,0.0
2020-12-01,ACCESORIOS,CLOE,moda,1.0
2020-12-01,ACCESORIOS,CLOE,basico,0.0
2020-12-01,ACCESORIOS,CLOEMOM&BABY,moda,1.0
2020-12-01,ACCESORIOS,CLOEMOM&BABY,basico,0.0
2020-1-01,BOLSO,CLOEGIRLS,moda,1.0
2020-1-01,BOLSO,CLOEGIRLS,basico,0.0
2020-2-01,BOLSO,CLOEGIRLS,moda,1.0
2020-2-01,BOLSO,CLOEGIRLS,basico,0.0
2020-3-01,BOLSO,CLOEGIRLS,moda,1.0
2020-3-01,BOLSO,CLOEGIRLS,basico,0.0
2020-4-01,BOLSO,CLOEGIRLS,moda,1.0
2020-4-01,BOLSO,CLOEGIRLS,basico,0.0
2020-5-01,BOLSO,CLOEGIRLS,moda,1.0
2020-5-01,BOLSO,CLOEGIRLS,basico,0.0
2020-6-01,BOLSO,CLOEGIRLS,moda,1.0
2020-6-01,BOLSO,CLOEGIRLS,basico,0.0
2020-7-01,BOLSO,CLOEGIRLS,moda,1.0
2020-7-01,BOLSO,CLOEGIRLS,basico,0.0
2020-8-01,BOLSO,CLOEGIRLS,moda,1.0
2020-8-01,BOLSO,CLOEGIRLS,basico,0.0
2020-9-01,BOLSO,CLOEGIRLS,moda,1.0
2020-9-01,BOLSO,CLOEGIRLS,basico,0.0
2020-10-01,BOLSO,CLOEGIRLS,moda,1.0
2020-10-01,BOLSO,CLOEGIRLS,basico,0.0
2020-11-01,BOLSO,CLOEGIRLS,moda,1.0
2020-11-01,BOLSO,CLOEGIRLS,basico,0.0
2020-12-01,BOLSO,CLOEGIRLS,moda,1.0
2020-12-01,BOLSO,CLOEGIRLS,basico,0.0
2020-1-01,BOLSO,LUCENTZZA,moda,1.0
2020-1-01,BOLSO,LUCENTZZA,basico,0.0
2020-2-01,BOLSO,LUCENTZZA,moda,1.0
2020-2-01,BOLSO,LUCENTZZA,basico,0.0
2020-3-01,BOLSO,LUCENTZZA,moda,1.0
2020-3-01,BOLSO,LUCENTZZA,basico,0.0
2020-4-01,BOLSO,LUCENTZZA,moda,1.0
2020-4-01,BOLSO,LUCENTZZA,basico,0.0
2020-5-01,BOLSO,LUCENTZZA,moda,1.0
2020-5-01,BOLSO,LUCENTZZA,basico,0.0
2020-6-01,BOLSO,LUCENTZZA,moda,1.0
2020-6-01,BOLSO,LUCENTZZA,basico,0.0
2020-7-01,BOLSO,LUCENTZZA,moda,1.0
2020-7-01,BOLSO,LUCENTZZA,basico,0.0
2020-8-01,BOLSO,LUCENTZZA,moda,1.0
2020-8-01,BOLSO,LUCENTZZA,basico,0.0
2020-9-01,BOLSO,LUCENTZZA,moda,1.0
2020-9-01,BOLSO,LUCENTZZA,basico,0.0
2020-10-01,BOLSO,LUCENTZZA,moda,1.0
2020-10-01,BOLSO,LUCENTZZA,basico,0.0
2020-11-01,BOLSO,LUCENTZZA,moda,1.0
2020-11-01,BOLSO,LUCENTZZA,basico,0.0
2020-12-01,BOLSO,LUCENTZZA,moda,1.0
2020-12-01,BOLSO,LUCENTZZA,basico,0.0
2020-1-01,BILLETERA,LUCENTZZA,moda,1.0
2020-1-01,BILLETERA,LUCENTZZA,basico,0.0
2020-2-01,BILLETERA,LUCENTZZA,moda,1.0
2020-2-01,BILLETERA,LUCENTZZA,basico,0.0
2020-3-01,BILLETERA,LUCENTZZA,moda,1.0
2020-3-01,BILLETERA,LUCENTZZA,basico,0.0
2020-4-01,BILLETERA,LUCENTZZA,moda,1.0
2020-4-01,BILLETERA,LUCENTZZA,basico,0.0
2020-5-01,BILLETERA,LUCENTZZA,moda,1.0
2020-5-01,BILLETERA,LUCENTZZA,basico,0.0
2020-6-01,BILLETERA,LUCENTZZA,moda,1.0
2020-6-01,BILLETERA,LUCENTZZA,basico,0.0
2020-7-01,BILLETERA,LUCENTZZA,moda,1.0
2020-7-01,BILLETERA,LUCENTZZA,basico,0.0
2020-8-01,BILLETERA,LUCENTZZA,moda,1.0
2020-8-01,BILLETERA,LUCENTZZA,basico,0.0
2020-9-01,BILLETERA,LUCENTZZA,moda,1.0
2020-9-01,BILLETERA,LUCENTZZA,basico,0.0
2020-10-01,BILLETERA,LUCENTZZA,moda,1.0
2020-10-01,BILLETERA,LUCENTZZA,basico,0.0
2020-11-01,BILLETERA,LUCENTZZA,moda,1.0
2020-11-01,BILLETERA,LUCENTZZA,basico,0.0
2020-12-01,BILLETERA,LUCENTZZA,moda,1.0
2020-12-01,BILLETERA,LUCENTZZA,basico,0.0
